,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg vol (3m),Market cap,P/E Ratio (TTM),52 Wk Change %,52 Wk range
179,PTEN,"Patterson-UTI Energy, Inc.",,5.67 +0.30 (+5.59%),0.3,+5.59%,8.576M,8.542M,2.184B,--,-34.91%,5.10 9.57
180,LB,LandBridge Company LLC,,51.79 +2.93 (+5.99%),2.93,+5.99%,495127,571956,3.964B,67.26,-5.22%,48.55 87.60
181,DDS,"Dillard's, Inc.",,610.72 +31.40 (+5.42%),31.4,+5.42%,89030,126351,9.535B,16.87,+62.22%,282.24 637.73
182,TLN,Talen Energy Corporation,,435.83 +23.00 (+5.57%),23.0,+5.57%,702197,1.101M,19.911B,112.33,+147.78%,158.08 451.28
183,NXPI,NXP Semiconductors N.V.,,216.70 +11.33 (+5.52%),11.33,+5.52%,2.534M,2.536M,54.633B,25.80,-15.64%,148.09 256.62
184,DK,"Delek US Holdings, Inc.",,34.01 +1.70 (+5.26%),1.7,+5.26%,1.024M,2.038M,2.046B,--,+73.62%,11.03 35.96
185,NVMI,Nova Ltd.,,319.06 +16.78 (+5.55%),16.78,+5.55%,491012,395667,9.461B,43.29,+36.43%,154.00 336.96
186,QCOM,QUALCOMM Incorporated,,161.78 +8.26 (+5.38%),8.26,+5.38%,10.016M,7.835M,174.561B,15.60,-13.73%,120.80 182.10
187,TSLA,"Tesla, Inc.",,435.90 +22.41 (+5.42%),22.41,+5.42%,77.707M,89.456M,1.449T,256.41,+88.67%,212.11 488.54
188,TER,"Teradyne, Inc.",,139.13 +7.05 (+5.34%),7.05,+5.34%,3.083M,4.064M,22.132B,48.31,-1.17%,65.77 150.71
189,MEDP,"Medpace Holdings, Inc.",,527.40 +26.18 (+5.22%),26.18,+5.22%,443270,457637,14.816B,39.12,+41.79%,250.05 547.15
190,SHAK,Shake Shack Inc.,,91.38 +4.62 (+5.33%),4.62,+5.33%,856757,1.36M,3.901B,194.43,-19.42%,72.93 144.65
191,TPR,"Tapestry, Inc.",,114.07 +5.85 (+5.41%),5.85,+5.41%,1.842M,3.935M,23.613B,139.11,+137.38%,43.07 117.77
192,TXRH,"Texas Roadhouse, Inc.",,171.96 +8.63 (+5.28%),8.63,+5.28%,1.561M,1.075M,11.427B,26.21,-7.23%,148.73 206.04
193,FIG,"Figma, Inc.",,64.28 +3.22 (+5.27%),3.22,+5.27%,8.043M,13.465M,31.48B,--,-47.13%,49.53 142.92
194,TBBK,"The Bancorp, Inc.",,76.36 +3.80 (+5.24%),3.8,+5.24%,378254,708256,3.518B,16.42,+28.97%,40.51 80.76
195,FLY,Firefly Aerospace Inc.,,29.88 +1.52 (+5.36%),1.52,+5.36%,1.511M,2.566M,4.379B,--,-53.01%,26.05 73.80
196,BEPC,Brookfield Renewable Corporation,,39.63 +2.01 (+5.34%),2.01,+5.34%,959959,857093,7.108B,--,+24.32%,23.73 39.63
197,WAL,Western Alliance Bancorporation,,78.88 +3.95 (+5.27%),3.95,+5.27%,1.641M,1.17M,8.706B,10.37,-15.62%,57.05 98.10
198,NXT,Nextracker Inc.,,86.96 +4.16 (+5.02%),4.16,+5.02%,2.038M,2.266M,13.199B,23.69,+135.03%,30.93 87.53
199,RUM,Rumble Inc.,,7.84 +0.38 (+5.09%),0.38,+5.09%,2.94M,3.214M,2.657B,--,+36.38%,5.25 17.40
200,,,,,,,,,,,,
