,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
178,GTES,Gates Industrial Corporation plc,,25.75 +0.84 (+3.39%),0.84,+3.39%,2.755M,2.027M,6.634B,33.02,+36.94%,14.70 26.42
179,BCH,Banco de Chile,,32.24 +1.13 (+3.63%),1.13,+3.63%,325409,330237,16.284B,12.40,+26.05%,22.06 32.31
180,CNK,"Cinemark Holdings, Inc.",,27.03 +0.87 (+3.33%),0.87,+3.33%,4.948M,3.966M,3.109B,14.01,-8.75%,23.12 36.28
181,CVCO,"Cavco Industries, Inc.",,529.66 +18.69 (+3.66%),18.69,+3.66%,131914,159207,4.194B,22.99,+13.57%,393.53 600.00
182,SKE,Skeena Resources Limited,,19.90 +0.66 (+3.43%),0.66,+3.43%,1.13M,673940,2.41B,--,+104.46%,7.32 20.77
183,TTE,TotalEnergies SE,,60.47 +2.11 (+3.62%),2.11,+3.62%,2.206M,1.395M,130.87B,10.95,-9.45%,52.78 65.76
184,CRSP,CRISPR Therapeutics AG,,71.82 +2.44 (+3.52%),2.44,+3.52%,2.333M,2.882M,6.532B,--,+41.59%,30.04 78.48
185,CAMT,Camtek Ltd.,,125.23 +4.20 (+3.47%),4.2,+3.47%,726967,469479,5.723B,46.04,+48.28%,47.41 127.08
186,ANET,Arista Networks Inc,,143.38 +4.59 (+3.31%),4.59,+3.31%,7.853M,9.188M,180.209B,56.23,+36.71%,59.43 162.68
187,LOGI,Logitech International S.A.,,108.53 +3.59 (+3.42%),3.59,+3.42%,795960,585815,15.986B,25.90,+21.84%,64.73 114.94
188,RSI,"Rush Street Interactive, Inc.",,20.46 +0.64 (+3.23%),0.64,+3.23%,1.451M,1.683M,4.674B,97.43,+78.08%,9.54 22.65
189,DKNG,DraftKings Inc.,,35.50 +1.14 (+3.32%),1.14,+3.32%,15.117M,11.809M,17.625B,--,-7.63%,29.64 53.61
190,SHG,"Shinhan Financial Group Co., Ltd.",,50.59 +1.65 (+3.38%),1.65,+3.38%,264303,202343,24.563B,7.87,+17.00%,28.76 52.00
191,XENE,Xenon Pharmaceuticals Inc.,,41.90 +1.33 (+3.28%),1.33,+3.28%,484854,834846,3.231B,--,-4.81%,26.74 46.00
192,KN,Knowles Corporation,,23.60 +0.76 (+3.35%),0.76,+3.35%,352814,654789,2.027B,78.68,+27.46%,12.19 24.54
193,DELL,Dell Technologies Inc.,,153.68 +4.91 (+3.30%),4.91,+3.30%,5.227M,6.791M,103B,22.47,+17.39%,66.25 166.10
194,ATAT,Atour Lifestyle Holdings Limited,,36.56 +1.17 (+3.31%),1.17,+3.31%,1.539M,1.206M,5.052B,26.30,+31.37%,21.50 40.39
195,VNT,Vontier Corporation,,40.43 +1.29 (+3.30%),1.29,+3.30%,1.413M,976496,5.931B,15.37,+13.58%,27.22 43.88
196,FR,"First Industrial Realty Trust, Inc.",,53.71 +1.78 (+3.43%),1.78,+3.43%,1.807M,980532,7.332B,26.20,-7.10%,40.31 58.17
197,FRO,Frontline plc,,22.74 +0.73 (+3.32%),0.73,+3.32%,1.982M,2.314M,5.062B,21.06,+0.55%,12.40 24.28
198,DIOD,Diodes Incorporated,,55.57 +1.80 (+3.35%),1.8,+3.35%,342588,439732,2.581B,40.56,-16.49%,32.93 67.40
199,NEM,Newmont Corporation,,93.58 +3.04 (+3.36%),3.04,+3.36%,7.806M,10.926M,102.798B,16.95,+60.90%,36.86 93.93
200,,,,,,,,,,,,
